player_name,Position,Team Name,Buts (sans les pénaltys),npxG: xG sans les pénaltys,Total des tirs,Passes décisives,xAG: Prévu(s) Buts assistés,npxG + xAG,Actions menant à un tir,Passes tentées,% de passes réussies,Passes progressives,Possessions progressives,Dribbles réussis,Touches (SurfRépOff),Passes progressives reçues,Tacles,Interceptions,Balles contrées,Dégagements,Duel aérien gagnés,Age,Categorie_Clustering,Categorie_Large,Categorie_Age
Abdoulaye Niakhate Ndiaye,CB,Brest,0.0,0.02,0.36,0.09,0.01,0.03,0.27,60.27,83.9,3.23,0.41,0.64,0.5,0.0,1.77,1.32,2.14,5.68,2.23,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Soumaïla Coulibaly,CB,Brest,0.0,0.01,0.26,0.0,0.0,0.01,0.79,54.19,89.8,1.98,0.53,0.13,0.26,0.0,0.79,1.45,1.06,4.36,1.19,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Arouna Sangante,CB,Le Havre,0.03,0.04,0.61,0.0,0.04,0.08,1.28,51.43,81.3,3.95,0.84,0.44,1.22,0.95,1.82,2.3,1.15,3.17,1.82,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Yassine Kechta,CM,Le Havre,0.09,0.08,1.09,0.05,0.1,0.18,2.73,42.66,80.4,5.55,1.77,0.45,1.14,3.87,1.96,0.86,0.96,0.77,0.36,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Oussama Targhalline,CM,Le Havre,0.0,0.02,0.5,0.0,0.04,0.06,2.14,56.36,84.3,5.93,1.86,0.5,0.71,1.5,1.93,1.79,0.86,1.07,0.79,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Etienne Youte Kinkoue,CB,Le Havre,0.0,0.02,0.33,0.0,0.0,0.03,0.5,42.76,86.1,1.45,0.58,0.04,0.58,0.17,0.71,1.95,1.04,4.48,1.25,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Rassoul Ndiaye,CM,Le Havre,0.16,0.18,1.78,0.0,0.08,0.26,1.62,40.95,76.3,2.91,0.65,0.65,1.46,2.27,3.72,0.65,0.81,0.0,0.65,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Antoine Joujou,LW,Le Havre,0.0,0.13,2.24,0.0,0.05,0.18,3.13,26.33,66.0,1.97,4.3,2.78,4.48,9.22,2.15,0.9,1.7,0.63,0.81,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
Mathis Amougou,CM,Saint-Étienne,0.0,0.03,0.67,0.0,0.02,0.05,1.84,27.82,79.5,4.36,0.67,0.84,0.34,0.67,1.34,1.68,0.67,0.34,0.17,18.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Pierre Ekwah Elimby,DM,Saint-Étienne,0.1,0.08,1.88,0.07,0.04,0.11,2.02,54.79,84.6,6.4,0.7,0.66,0.56,1.08,1.67,0.97,1.36,1.11,0.66,22.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Lucas Stassin,CF,Saint-Étienne,0.52,0.37,2.71,0.39,0.39,0.76,3.36,21.05,69.9,1.68,1.42,1.03,4.13,5.94,1.03,0.39,0.0,0.39,1.42,19.0,Attaquants,Attaquants,Jeune (< 23 ans)
Louis Mouton,DM,Saint-Étienne,0.0,0.05,1.21,0.08,0.13,0.18,3.31,52.39,77.3,5.73,1.86,0.89,0.65,3.15,3.71,1.05,1.29,1.53,0.97,22.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Benjamin Bouchouari,CM,Saint-Étienne,0.0,0.08,1.59,0.0,0.05,0.13,3.51,58.22,86.4,7.28,2.93,1.67,1.76,4.43,2.59,0.42,0.59,0.08,0.5,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Bertuğ Yıldırım,CF,Getafe,0.1,0.21,1.43,0.1,0.14,0.36,2.04,15.73,65.6,2.15,1.23,0.51,3.88,3.98,1.23,0.1,1.63,1.02,3.88,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Jesús Santiago,CM,Getafe,0.11,0.07,0.66,0.0,0.04,0.11,1.53,25.92,75.1,2.19,0.66,0.33,1.2,1.64,2.41,0.0,0.55,1.09,0.66,20.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Peter Federico,RW,Getafe,0.0,0.22,2.17,0.0,0.11,0.33,1.94,22.19,66.0,1.94,2.29,1.49,3.66,6.18,0.8,0.8,1.49,1.26,1.49,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Victor Bernth Kristiansen,LB,Leicester City,0.0,0.01,0.14,0.07,0.06,0.06,1.55,64.2,83.2,4.45,1.06,0.42,0.21,2.72,2.4,0.71,1.48,2.12,0.85,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Facundo Buonanotte,AM,Leicester City,0.24,0.15,1.42,0.14,0.14,0.29,2.6,31.85,83.8,3.31,1.8,1.18,2.56,4.54,2.65,0.43,1.61,0.52,0.47,19.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Abdul Fatawu Issahaku,RW,Leicester City,0.22,0.17,2.43,0.44,0.37,0.54,4.28,37.51,73.4,3.61,4.61,2.91,5.5,12.8,2.03,0.63,1.29,1.25,1.66,20.0,Ailiers,Attaquants,Jeune (< 23 ans)
Bilal El Khannouss,AM,Leicester City,0.05,0.08,1.57,0.34,0.39,0.47,6.32,63.04,73.1,8.97,1.81,1.32,1.67,6.37,2.16,0.29,0.88,0.64,1.23,20.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Kasey McAteer,RW,Leicester City,0.24,0.35,2.69,0.0,0.1,0.45,1.59,32.48,80.8,2.08,2.81,0.85,3.91,8.55,1.95,0.61,0.49,1.34,1.71,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Thomas Cannon,CF,Leicester City,0.55,0.28,2.75,0.11,0.03,0.31,1.32,16.74,69.1,0.33,0.99,0.22,3.86,5.51,0.55,0.22,0.66,0.55,1.98,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Clément Akpa,LB,Auxerre,0.0,0.0,0.17,0.0,0.21,0.22,3.15,63.37,74.3,5.56,3.82,1.41,0.66,6.97,1.74,1.49,1.0,2.24,1.33,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Ki-Jana Hoever,RB,Auxerre,0.11,0.08,1.0,0.11,0.1,0.18,2.0,57.2,68.2,5.46,1.36,0.54,1.03,3.57,2.71,2.36,0.86,2.5,1.36,22.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Botond Balogh,CB,Parma,0.0,0.0,0.0,0.0,0.0,0.0,0.47,41.81,90.0,1.71,0.16,0.0,0.0,0.0,2.02,1.24,2.18,7.15,0.78,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Ange-Yoan Bonny,CF,Parma,0.17,0.31,2.72,0.17,0.19,0.49,3.74,19.53,74.8,2.55,1.53,0.85,4.92,7.3,1.02,0.0,0.17,0.34,0.51,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Alessandro Circati,CB,Parma,0.0,0.01,0.18,0.0,0.0,0.01,0.41,50.87,87.5,1.95,0.05,0.18,0.45,0.14,0.82,1.04,0.95,3.76,3.44,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Matteo Cancellieri,RW,Parma,0.29,0.28,2.06,0.11,0.12,0.4,2.64,17.87,58.7,1.37,2.29,1.66,3.95,6.82,1.72,0.34,0.63,1.09,1.66,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Drissa Camara,CM,Parma,0.39,0.24,3.16,0.0,0.18,0.41,5.72,36.71,80.1,3.95,3.75,3.95,5.53,8.49,2.37,0.79,1.38,0.2,0.2,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Mandela Keita,DM,Parma,0.0,0.01,0.55,0.07,0.04,0.06,1.44,58.7,89.1,4.87,1.51,1.17,0.27,0.62,3.09,2.4,1.44,0.89,1.3,22.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Giovanni Leoni,CB,Parma,0.12,0.06,0.47,0.0,0.01,0.07,0.35,43.88,83.3,2.48,0.12,0.12,0.59,0.0,2.01,1.77,0.94,4.36,1.89,17.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Zito Luvumbo,CF,Cagliari,0.09,0.18,2.12,0.28,0.15,0.34,2.54,18.87,61.6,1.15,3.6,1.2,5.26,8.3,0.46,0.05,0.83,0.14,0.23,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Matteo Prati,DM,Cagliari,0.04,0.09,1.6,0.04,0.04,0.13,2.31,34.88,74.0,2.89,0.36,0.18,1.02,0.89,2.09,0.71,1.25,1.2,0.4,20.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Adam Obert,CB,Cagliari,0.0,0.02,0.44,0.0,0.06,0.08,1.78,41.84,78.8,4.55,1.66,0.33,0.33,1.33,1.22,2.33,1.33,3.88,0.89,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Tim Iroegbunam,CM,Everton,0.0,0.03,0.66,0.0,0.02,0.05,1.48,25.34,78.6,1.81,1.32,1.32,1.81,1.15,4.11,1.65,1.48,1.32,0.99,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Jarrad Branthwaite,CB,Everton,0.1,0.05,0.37,0.0,0.03,0.08,0.68,38.55,79.2,1.99,0.07,0.17,1.08,0.17,1.86,1.45,1.49,4.93,2.67,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Patrick Dorgu,LW,Lecce,0.16,0.19,1.65,0.0,0.08,0.26,2.38,35.26,78.2,2.27,2.53,0.57,2.38,4.91,2.27,0.62,0.83,2.38,1.65,20.0,Ailiers,Attaquants,Jeune (< 23 ans)
Koni De Winter,CB,Genoa,0.03,0.04,0.48,0.0,0.01,0.05,0.85,50.35,88.9,2.95,0.75,0.2,1.22,0.54,1.7,0.92,1.02,3.5,2.75,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Fabio Miretti,CM,Genoa,0.09,0.11,1.7,0.09,0.08,0.19,4.52,34.49,75.7,3.58,1.51,1.51,2.64,5.18,1.79,0.66,0.85,0.47,0.28,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Brooke Norton-Cuffy,RB,Genoa,0.1,0.09,0.7,0.2,0.12,0.21,1.86,33.43,67.6,2.01,2.86,1.96,1.66,4.72,2.76,1.05,1.25,1.86,1.71,20.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Alessandro Marcandalli,CB,Genoa,0.04,0.02,0.32,0.04,0.02,0.04,0.59,46.68,87.9,2.84,0.39,0.39,1.03,0.12,1.26,1.74,1.34,3.12,2.09,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Robert Wagner,CM,St. Pauli,0.19,0.09,0.6,0.09,0.04,0.13,1.58,44.79,82.3,4.0,0.23,0.23,0.79,0.93,2.14,0.6,1.72,1.44,0.88,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Cristhian Mosquera,CB,Valencia,0.0,0.02,0.26,0.0,0.0,0.02,0.39,48.96,88.8,2.58,0.58,0.16,0.39,0.03,1.29,0.97,1.34,3.82,1.5,20.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Diego López,RW,Valencia,0.07,0.1,1.22,0.23,0.2,0.3,2.41,26.33,66.1,2.38,2.41,0.79,3.24,6.24,0.99,0.63,0.69,0.43,1.06,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
César Tárrega,CB,Valencia,0.0,0.1,0.57,0.0,0.0,0.1,0.0,47.0,79.6,2.43,0.71,0.29,0.86,0.0,1.14,0.57,0.86,4.71,1.86,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Jesus Vazquez,LB,Valencia,0.07,0.09,0.72,0.0,0.03,0.12,1.08,38.09,71.1,1.87,2.45,1.08,1.44,4.03,2.81,0.58,1.94,3.1,1.08,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Javier Guerra,CM,Valencia,0.04,0.07,1.56,0.0,0.02,0.09,1.64,34.83,72.6,3.2,1.48,1.08,0.68,2.32,2.16,0.48,0.56,1.68,0.92,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Yarek Gasiorowski,CB,Valencia,0.0,0.02,0.18,0.0,0.01,0.02,0.72,38.28,74.0,1.79,0.45,0.09,0.72,0.9,2.6,1.61,1.88,5.65,1.97,19.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Francisco Perez,RW,Valencia,0.06,0.05,1.01,0.12,0.08,0.14,1.78,26.5,72.7,2.08,2.73,1.84,2.19,6.82,1.48,0.71,0.89,0.3,0.36,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Germán Valera,RW,Valencia,0.0,0.1,1.17,0.05,0.07,0.17,3.08,29.12,72.3,2.4,3.33,1.81,2.74,8.42,1.47,0.78,1.17,1.17,0.69,22.0,Ailiers,Attaquants,Jeune (< 23 ans)
Becir Omeragic,CB,Montpellier,0.0,0.02,0.35,0.0,0.03,0.05,0.96,41.28,86.5,2.95,0.77,0.27,0.77,0.42,2.22,1.03,1.84,2.53,1.11,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Enzo Tchato,RB,Montpellier,0.0,0.02,0.23,0.0,0.02,0.04,1.45,49.95,75.1,3.54,1.85,0.23,0.75,4.64,1.97,0.87,1.51,2.38,0.81,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Khalil Fayad,CM,Montpellier,0.23,0.16,1.47,0.0,0.05,0.2,2.09,34.96,81.6,3.57,1.78,0.78,1.94,3.64,2.95,1.01,1.4,0.78,0.93,20.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Lucas Mincarelli,LB,Montpellier,0.08,0.03,0.45,0.08,0.06,0.08,0.91,41.86,74.7,2.8,2.2,0.61,0.91,3.78,2.35,0.68,1.36,2.5,0.98,20.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Tim Drexler,CB,Hoffenheim,0.0,0.01,0.19,0.0,0.0,0.01,1.05,50.5,88.4,2.49,0.77,0.1,0.38,0.19,3.35,0.86,1.72,2.2,0.48,19.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Adam Hložek,SS,Hoffenheim,0.44,0.48,3.92,0.29,0.17,0.65,2.54,23.5,77.8,2.54,2.25,1.09,4.93,4.5,1.09,0.22,1.31,0.65,1.31,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Tom Bischof,AM,Hoffenheim,0.0,0.11,2.18,0.16,0.14,0.23,4.2,48.43,77.5,4.83,2.18,1.09,2.18,4.36,3.58,1.09,1.56,2.49,0.31,19.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Umut Tohumcu,CM,Hoffenheim,0.0,0.03,1.24,0.21,0.08,0.12,2.0,38.47,88.0,3.87,1.45,0.35,0.62,2.07,1.52,0.62,0.97,1.11,0.14,20.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Gaetano Oristanio,AM,Venezia,0.2,0.16,1.91,0.07,0.11,0.27,3.34,18.19,68.9,2.18,1.91,2.73,2.93,5.25,1.64,0.68,1.16,0.75,1.36,22.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Mikael Ellertsson,CM,Venezia,0.07,0.11,1.39,0.07,0.12,0.23,2.27,29.12,74.3,2.2,1.76,0.95,1.76,4.4,1.39,0.95,1.61,1.54,0.59,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Gianluca Busio,CM,Venezia,0.23,0.18,1.44,0.16,0.16,0.34,2.89,43.87,82.8,4.84,2.42,0.97,2.81,4.17,1.75,0.78,1.4,1.72,0.94,22.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Joël Schingtienne,CB,Venezia,0.0,0.0,0.0,0.0,0.02,0.02,0.67,41.12,81.0,2.07,0.96,0.82,0.34,0.34,1.88,0.96,1.4,3.66,0.48,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Richie Sagrado,RB,Venezia,0.0,0.03,0.58,0.0,0.06,0.1,1.07,28.18,73.9,1.82,0.74,0.74,1.57,3.47,1.65,0.99,0.74,1.74,0.91,20.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Antonio Raimondo,CF,Venezia,0.37,0.35,3.21,0.05,0.05,0.4,1.58,15.95,67.3,0.79,1.26,0.53,4.84,5.58,0.68,0.26,0.63,0.58,2.32,20.0,Attaquants,Attaquants,Jeune (< 23 ans)
Franco Carboni,LB,Venezia,0.06,0.06,1.15,0.0,0.1,0.16,1.85,41.11,66.5,1.98,1.66,0.96,1.79,4.53,2.55,0.89,1.85,3.13,1.02,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Lorenzo Lucchesi,CB,Venezia,0.08,0.08,0.48,0.04,0.02,0.1,0.88,42.17,72.3,2.63,1.59,0.6,1.0,0.8,1.95,1.55,1.28,3.79,1.2,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Omari Hutchinson,RW,Ipswich Town,0.0,0.06,1.17,0.15,0.09,0.15,2.2,27.56,76.1,2.79,2.79,2.64,1.91,4.25,0.73,0.44,1.17,0.59,0.44,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
Liam Delap,CF,Ipswich Town,0.67,0.2,1.85,0.0,0.05,0.25,1.34,9.4,53.6,0.5,2.01,0.84,2.85,3.69,0.5,0.17,0.34,1.34,1.01,21.0,Attaquants,Attaquants,Jeune (< 23 ans)
Raúl Moro,LW,Valladolid,0.31,0.2,2.32,0.15,0.26,0.46,4.34,33.15,65.4,4.49,4.8,2.79,5.42,10.22,1.24,0.93,0.46,0.31,0.46,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
David Torres,CB,Valladolid,0.0,0.01,0.12,0.0,0.01,0.02,0.77,63.69,83.7,4.36,1.47,0.18,0.24,0.24,1.3,0.47,0.94,2.65,2.18,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Warren Bondo,CM,Monza,0.05,0.05,0.86,0.05,0.01,0.06,1.53,37.31,90.2,2.21,1.58,0.68,0.63,0.77,1.8,0.36,0.86,0.68,0.54,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Adam Wharton,DM,Crystal Palace,0.0,0.02,0.84,0.15,0.15,0.17,2.9,45.64,78.7,6.44,0.93,0.2,0.44,0.79,3.05,1.33,0.98,1.62,0.54,20.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Chadi Riad,CB,Crystal Palace,0.0,0.03,0.49,0.0,0.01,0.04,0.53,51.81,89.5,1.69,0.27,0.0,0.67,0.04,1.55,0.98,0.93,4.26,1.91,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Jacques Ekomie,LB,Angers,0.0,0.02,0.31,0.0,0.09,0.11,1.36,45.89,78.6,2.09,2.5,1.25,1.25,6.88,2.61,1.04,1.15,2.29,1.15,21.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Alberto Moleiro,AM,Las Palmas,0.22,0.14,2.03,0.11,0.15,0.3,3.91,37.17,80.6,4.42,4.2,2.79,3.15,8.77,0.8,0.33,0.58,0.43,0.04,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Fábio Silva,CF,Las Palmas,0.17,0.28,2.16,0.17,0.02,0.3,1.83,27.4,70.3,1.49,2.66,1.49,5.15,6.64,1.83,0.33,1.0,0.33,1.83,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Dario Essugo,DM,Las Palmas,0.0,0.0,0.15,0.0,0.01,0.01,0.74,39.88,85.1,2.45,1.04,1.41,0.3,0.82,2.3,1.56,1.56,2.38,1.34,19.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Marko Ivezić,DM,Holstein Kiel,0.06,0.06,0.51,0.0,0.01,0.06,0.83,52.87,87.7,3.14,0.64,0.26,0.7,0.7,1.98,1.34,1.6,2.69,1.22,22.0,Milieux Défensifs,Milieux,Jeune (< 23 ans)
Tim Oermann,CB,Bochum,0.0,0.01,0.55,0.0,0.03,0.04,1.1,31.98,70.1,3.08,0.77,0.55,0.22,0.77,2.2,0.55,1.87,2.64,0.88,21.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Taylor Harwood-Bellis,CB,Southampton,0.18,0.09,0.72,0.0,0.02,0.11,1.08,80.46,86.4,3.24,0.54,0.18,1.62,0.54,0.18,1.26,2.16,3.24,1.44,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Mateus Fernandes,CM,Southampton,0.05,0.01,0.59,0.09,0.09,0.1,3.65,56.85,80.7,5.34,2.69,1.19,0.78,2.24,2.92,1.0,1.69,0.68,0.73,20.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Cameron Archer,CF,Southampton,0.21,0.35,2.43,0.05,0.13,0.49,2.32,16.3,78.6,0.53,1.74,1.48,3.75,5.33,1.0,0.11,0.95,0.47,0.21,22.0,Attaquants,Attaquants,Jeune (< 23 ans)
Samuel Edozie,LW,Southampton,0.39,0.2,1.8,0.23,0.2,0.4,4.22,35.19,79.3,3.05,7.98,3.68,8.76,15.87,2.11,0.31,1.09,0.39,0.7,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
Carlos Alcaraz,CM,Southampton,0.3,0.3,2.79,0.2,0.09,0.39,3.99,52.08,81.4,5.69,2.69,1.9,2.69,5.29,3.09,0.4,2.2,1.2,1.2,21.0,Milieux Centraux,Milieux,Jeune (< 23 ans)
Nathan Wood-Gordon,CB,Southampton,0.0,0.01,0.25,0.0,0.01,0.02,0.43,67.68,91.5,3.2,0.55,0.18,0.61,0.18,1.05,0.61,1.35,2.95,1.84,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Rodrigo Gomes,RM,Wolves,0.28,0.23,1.63,0.28,0.1,0.33,2.24,33.3,71.8,2.62,3.69,0.98,3.46,6.26,1.77,0.84,1.54,2.01,0.28,21.0,Ailiers,Attaquants,Jeune (< 23 ans)
Carlos Forbs,LW,Wolves,0.25,0.26,2.39,0.25,0.23,0.49,3.78,32.22,73.8,3.27,5.66,2.01,6.42,12.59,2.39,0.5,1.26,0.63,0.13,20.0,Ailiers,Attaquants,Jeune (< 23 ans)
Geovany Quenda,RB,Sporting,0.14,0.15,2.16,0.0,0.08,0.23,4.19,49.32,78.4,4.32,5.14,1.62,3.92,8.92,0.95,0.27,0.68,0.95,0.68,17.0,Latéraux,Défenseurs,Jeune (< 23 ans)
Tomás Araújo,CB,Benfica,0.08,0.07,0.61,0.08,0.03,0.09,1.59,70.21,88.3,5.69,1.44,0.61,0.99,0.91,2.2,1.36,1.06,2.2,2.96,22.0,Défenseurs Centraux,Défenseurs,Jeune (< 23 ans)
Estevão,RW,Palmeiras,0.38,0.32,3.35,0.35,0.28,0.6,5.7,30.91,76.2,3.46,5.5,3.39,6.24,12.2,1.39,0.27,0.62,0.31,0.42,17.0,Ailiers,Attaquants,Jeune (< 23 ans)
Martin Baturina,AM,Dinamo Zagreb,0.25,0.05,0.75,0.25,0.22,0.27,4.23,36.8,82.4,5.47,4.72,2.98,2.49,3.98,1.99,0.5,1.24,0.25,0.0,21.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
Mohamed Nassoh,AM,PSV,0.13,0.13,2.12,0.06,0.17,0.31,3.98,40.7,75.7,5.71,3.98,1.35,3.47,8.86,1.93,0.45,1.41,0.64,0.71,22.0,Milieux Offensifs,Milieux,Jeune (< 23 ans)
